image datetime,area_px,intensity_sum,mean_intensity
2024-07-10 04:00:11.888050,0.0,0.0,0.0
2024-07-10 04:01:42.509555,0.0,0.0,0.0
2024-07-10 04:03:13.967305,0.0,0.0,0.0
2024-07-10 04:04:45.454930,0.0,0.0,0.0
2024-07-10 04:06:16.911680,0.0,0.0,0.0
2024-07-10 04:07:48.401430,0.0,0.0,0.0
2024-07-10 04:09:19.857055,0.0,0.0,0.0
2024-07-10 04:10:51.313805,0.0,0.0,0.0
2024-07-10 04:12:22.803385,0.0,0.0,0.0
2024-07-10 04:13:54.291420,0.0,0.0,0.0
2024-07-10 04:15:25.778705,0.0,0.0,0.0
2024-07-10 04:16:57.490865,0.0,0.0,0.0
2024-07-10 04:18:29.203160,0.0,0.0,0.0
2024-07-10 04:20:00.915445,0.0,0.0,0.0
2024-07-10 04:21:32.627605,0.0,0.0,0.0
2024-07-10 04:23:04.339900,0.0,0.0,0.0
2024-07-10 04:24:36.509350,346884.119140625,346884.119140625,13341.696890024039
2024-07-10 04:26:07.764220,0.0,0.0,0.0
2024-07-10 04:27:39.474515,0.0,0.0,0.0
2024-07-10 04:29:11.217675,282694.29296875,282694.29296875,13461.632998511905
2024-07-10 04:30:42.930960,0.0,0.0,0.0
2024-07-10 04:32:14.643130,0.0,0.0,0.0
2024-07-10 04:33:46.354415,0.0,0.0,0.0
2024-07-10 04:35:18.675750,0.0,0.0,0.0
2024-07-10 04:36:49.779860,0.0,0.0,0.0
2024-07-10 04:38:21.491030,0.0,0.0,0.0
2024-07-10 04:39:53.204315,0.0,0.0,0.0
2024-07-10 04:41:24.916350,0.0,0.0,0.0
2024-07-10 04:42:56.627645,0.0,0.0,0.0
2024-07-10 04:44:28.340805,0.0,0.0,0.0
2024-07-10 04:46:00.180090,0.0,0.0,0.0
2024-07-10 04:47:32.148260,0.0,0.0,0.0
2024-07-10 04:49:04.120545,0.0,0.0,0.0
2024-07-10 04:50:36.847050,0.0,0.0,0.0
2024-07-10 04:52:08.530000,0.0,0.0,0.0
2024-07-10 04:53:40.211600,0.0,0.0,0.0
2024-07-10 04:55:12.214550,0.0,0.0,0.0
2024-07-10 04:56:43.988615,0.0,0.0,0.0
2024-07-10 04:58:15.989900,0.0,0.0,0.0
2024-07-10 04:59:47.990070,0.0,0.0,0.0
2024-07-10 05:01:19.989355,0.0,0.0,0.0
2024-07-10 05:02:51.990515,0.0,0.0,0.0
2024-07-10 05:04:23.990685,0.0,0.0,0.0
2024-07-10 05:05:55.989970,0.0,0.0,0.0
2024-07-10 05:07:27.991255,0.0,0.0,0.0
2024-07-10 05:08:59.991550,0.0,0.0,0.0
2024-07-10 05:10:31.990710,0.0,0.0,0.0
2024-07-10 05:12:03.991880,0.0,0.0,0.0
2024-07-10 05:13:35.992165,0.0,0.0,0.0
2024-07-10 05:15:07.991325,0.0,0.0,0.0
2024-07-10 05:16:40.247620,0.0,0.0,0.0
2024-07-10 05:18:12.533780,0.0,0.0,0.0
2024-07-10 05:19:44.792950,0.0,0.0,0.0
2024-07-10 05:21:17.462350,0.0,0.0,0.0
2024-07-10 05:22:49.302395,0.0,0.0,0.0
2024-07-10 05:24:21.559690,0.0,0.0,0.0
2024-07-10 05:25:53.814975,0.0,0.0,0.0
2024-07-10 05:27:26.711450,0.0,0.0,0.0
2024-07-10 05:28:58.327305,0.0,0.0,0.0
2024-07-10 05:30:30.583590,0.0,0.0,0.0
2024-07-10 05:32:02.839760,0.0,0.0,0.0
2024-07-10 05:33:35.960450,0.0,0.0,0.0
2024-07-10 05:35:07.352340,0.0,0.0,0.0
2024-07-10 05:36:39.608500,0.0,0.0,0.0
2024-07-10 05:38:11.864670,0.0,0.0,0.0
2024-07-10 05:39:44.124955,0.0,0.0,0.0
2024-07-10 05:41:16.377240,0.0,0.0,0.0
2024-07-10 05:48:12.569105,0.0,0.0,0.0
2024-07-10 05:49:45.135400,0.0,0.0,0.0
2024-07-10 05:51:17.657685,0.0,0.0,0.0
2024-07-10 05:52:50.201855,0.0,0.0,0.0
2024-07-10 05:54:21.338015,0.0,0.0,0.0
2024-07-10 05:54:40.218045,0.0,0.0,0.0
2024-07-10 05:54:59.982100,0.0,0.0,0.0
2024-07-10 05:55:19.386240,0.0,0.0,0.0
2024-07-10 05:55:39.674280,0.0,0.0,0.0
2024-07-10 05:55:59.962320,0.0,0.0,0.0
2024-07-10 05:56:20.250350,0.0,0.0,0.0
2024-07-10 05:56:40.539390,0.0,0.0,0.0
2024-07-10 05:57:00.827420,0.0,0.0,0.0
2024-07-10 05:57:21.119585,0.0,0.0,0.0
2024-07-10 05:57:41.402625,0.0,0.0,0.0
2024-07-10 05:58:01.690655,0.0,0.0,0.0
2024-07-10 05:58:21.978695,0.0,0.0,0.0
2024-07-10 05:58:42.266725,0.0,0.0,0.0
2024-07-10 05:59:02.554765,0.0,0.0,0.0
2024-07-10 05:59:22.842805,0.0,0.0,0.0
2024-07-10 05:59:43.134960,0.0,0.0,0.0
2024-07-10 06:00:03.415855,0.0,0.0,0.0
2024-07-10 06:00:23.703980,0.0,0.0,0.0
2024-07-10 06:00:43.992105,0.0,0.0,0.0
2024-07-10 06:01:04.280230,0.0,0.0,0.0
2024-07-10 06:01:24.569355,0.0,0.0,0.0
2024-07-10 06:01:44.857480,0.0,0.0,0.0
2024-07-10 06:02:05.145730,0.0,0.0,0.0
2024-07-10 06:02:25.432855,0.0,0.0,0.0
2024-07-10 06:02:45.720980,0.0,0.0,0.0
2024-07-10 06:03:06.910500,0.0,0.0,0.0
2024-07-10 06:03:26.297230,0.0,0.0,0.0
2024-07-10 06:03:46.585355,0.0,0.0,0.0
2024-07-10 06:04:06.873480,0.0,0.0,0.0
2024-07-10 06:04:27.161730,0.0,0.0,0.0
2024-07-10 06:04:47.449855,0.0,0.0,0.0
2024-07-10 06:05:07.737980,0.0,0.0,0.0
2024-07-10 06:05:28.261050,0.0,0.0,0.0
2024-07-10 06:05:48.314230,0.0,0.0,0.0
2024-07-10 06:06:08.603355,0.0,0.0,0.0
2024-07-10 06:06:28.891480,0.0,0.0,0.0
2024-07-10 06:06:49.179730,0.0,0.0,0.0
2024-07-10 06:07:09.464855,0.0,0.0,0.0
2024-07-10 06:07:29.754980,0.0,0.0,0.0
2024-07-10 06:07:46.649105,0.0,0.0,0.0
2024-07-10 06:09:19.195730,0.0,0.0,0.0
2024-07-10 06:10:51.738355,0.0,0.0,0.0
2024-07-10 06:12:24.282695,0.0,0.0,0.0
2024-07-10 06:13:56.826980,0.0,0.0,0.0
2024-07-10 06:15:29.371275,0.0,0.0,0.0
2024-07-10 06:17:01.915435,0.0,0.0,0.0
2024-07-10 06:18:34.459720,0.0,0.0,0.0
